date,observers,site_id,round,plot_id,transect_id,transect_section,sample_code,behaviour,caste,flower_code,flower_species,bee_code,bee_species,caught,photo_series,notes
2024-04-18,RG,bks_68,2024_r1,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,,
2024-04-18,RG,bks_68,2024_r1,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,flying,,,,boim,bombus_impatiens,  ,,
2024-04-18,RG,bks_68,2024_r1,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,,
2024-04-18,RG,bks_96,2024_r1,p1,full-plot,net-floral,bks_96_NS_p1_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,boim,bombus_impatiens,n,,
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,bomi,bombus_mixtus,y,,full of pollen
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,bomi,bombus_mixtus,y,,full of pollen
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,,,n,,"flying fast around blueberry, hard to say species"
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,,,n,,vos?
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,,,n,,mixtus?
2024-04-18,TK,bks_96,2024_r1,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q,,,,,n,,impatiens?
2024-04-19,RG,bks_56,2024_r1,p1,full-plot,net-floral,bks_56_NS_p1_full-plot_net-floral,nest_searching,,,,,,  ,,"black, orange, white on butt? hard to see"
2024-04-19,TK,bks_56,2024_r1,d,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-19,TK,bks_56,2024_r1,d,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-19,TK,bks_56,2024_r1,d,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-19,TK,bks_56,2024_r1,d,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-19,RG,bks_56,2024_r1,p2,full-plot,net-floral,bks_56_NS_p2_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q,,,,,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,bovo,bombus_vosnesenskii,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,bovo,bombus_vosnesenskii,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,,,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,,,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,y,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,y,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q,,,boru,bombus_rufocinctus,y,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m,,,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,foraging,q,taof,taraxacum_officinale,boim,bombus_impatiens,n,,
2024-04-19,RG,bates_57b,2024_r1,d,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q,,,boim,bombus_impatiens,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,y,April 21 Bee 1,caught
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q,,,bovo,bombus_vosnesenskii,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,,,,,,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,,,,,,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,n,,
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,went into 1in hole then came out
2024-04-21,RG,chong_68,2024_r1,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,n,,mixtus? red butt
2024-04-21,RG,chong_68,2024_r1,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,
2024-04-21,RG,chong_68,2024_r1,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,n,,
2024-04-21,RG,chong_68,2024_r1,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,n,,
2024-04-21,RG,chong_68,2024_r1,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,n,,
2024-04-26,"RG, CN",avtar_168,2024_r1,d,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,on other side of d
2024-04-26,"RG, CN",avtar_168,2024_r1,d,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,on other side of d
2024-04-26,"RG, CN",avtar_168,2024_r1,d,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,on other side of d
2024-04-26,"RG, CN",avtar_168,2024_r1,d,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q,,,bovo,bombus_vosnesenskii,  ,,on other side of d
2024-04-26,"RG, CN",avtar_168,2024_r1,d,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,flying,q,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,y,April 26 Bee 1, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,nest_searching,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-26,"RG, CN",avtar_168,2024_r1,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,flying,,,,,,  ,, 
2024-04-26,RG,surjit_168,2024_r1,p1,full-plot,net-floral,surjit_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-04-30,RG,gwb_neaves,2024_r1,d,full-plot,net-floral,gwb_neaves_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,d,full-plot,net-floral,gwb_neaves_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,p2,full-plot,net-floral,gwb_neaves_NS_p2_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,flying,,,,,,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,
2024-04-30,RG,gwb_neaves,2024_r1,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,went into a rodent hole
2024-05-01,RG,bks_neaves,2024_r1,d,full-plot,net-floral,bks_neaves_NS_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,,near pump hut
2024-05-01,RG,bks_neaves,2024_r1,d,full-plot,net-floral,bks_neaves_NS_d _full-plot_net-floral,nest_searching,q,,,bovo,bombus_vosnesenskii,  ,,near pump hut
2024-05-01,RG,bks_neaves,2024_r1,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,flying,q,,,,,  ,,
2024-05-14,RG,chong_68,2024_r2,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-14,RG,chong_68,2024_r2,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
2024-05-14,RG,chong_68,2024_r2,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-14,RG,chong_68,2024_r2,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-14,RG,chong_68,2024_r2,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-14,RG,chong_68,2024_r2,p1,full-plot,net-floral,chong_68_1_p1_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-14,RG,chong_68,2024_r2,p1,full-plot,net-floral,chong_68_1_p1_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-14,RG,bks_68,2024_r2,d,full-plot,net-floral,bks_68_1_d _full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,,,  ,,rufosinctus?
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-14,RG,bks_68,2024_r2,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-15,RG,chong_96,2024_r2,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-15,RG,chong_96,2024_r2,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,nest_searching,q,,,bovo,bombus_vosnesenskii,  ,, 
2024-05-15,RG,chong_96,2024_r2,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,, 
2024-05-15,RG,chong_96,2024_r2,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,,flying low
2024-05-15,RG,bks_96,2024_r2,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
2024-05-15,RG,bks_96,2024_r2,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-15,RG,bks_96,2024_r2,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-15,RG,bks_96,2024_r2,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,,small
2024-05-15,RG,bks_96,2024_r2,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-15,RG,bks_96,2024_r2,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-15,RG,bks_96,2024_r2,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,q,,,,,  ,, 
2024-05-15,RG,bks_96,2024_r2,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,,,  ,, 
2024-05-15,RG,bks_96,2024_r2,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,,,  ,, 
2024-05-15,RG,bks_96,2024_r2,d,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,nest_searching,w,,,bome,bombus_melanopygus,  ,,tiny
2024-05-15,RG,bks_96,2024_r2,d,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,nest_searching,w,,,bomi,bombus_mixtus,  ,,"tiny, rested on a leaf"
2024-05-15,RG,bks_96,2024_r2,d,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,flying,q,,,bome,bombus_melanopygus,  ,,small
2024-05-22,RG,gwb_neaves,2024_r2,p2,full-plot,net-floral,gwb_neaves_1_p2_full-plot_net-floral,flying,,,,,,  ,,saw 1 impatiens q nest searching before survey
2024-05-22,RG,gwb_neaves,2024_r2,d,full-plot,net-floral,gwb_neaves_1_d _full-plot_net-floral,nest_searching,q,,,boim,bombus_impatiens,  ,, 
2024-05-22,RG,gwb_neaves,2024_r2,d,full-plot,net-floral,gwb_neaves_1_d _full-plot_net-floral,nest_searching,q,,,bovo,bombus_vosnesenskii,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bohu,bombus_huntii,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,,,  ,May 22 Bee 2,sent to Tyler
2024-05-22,RG,bks_neaves,2024_r2,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,flying,q,,,boim,bombus_impatiens,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,,vaco,vaccinium_corymbosum,,,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bohu,bombus_huntii,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,, 
2024-05-22,RG,bks_neaves,2024_r2,d,full-plot,net-floral,bks_neaves_1_d _full-plot_net-floral,flying,q,,,,,  ,,maybe huntii?
2024-05-23,"RG, AD",avtar_168,2024_r2,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,,,,,,  ,,
2024-05-23,"RG, AD",avtar_168,2024_r2,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,,,,,,  ,,
2024-05-23,"RG, AD",avtar_168,2024_r2,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,,,,,,  ,,
2024-05-23,"RG, AD",avtar_168,2024_r2,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,q,,,,,  ,,
