date,observers,site_id,round,plot_id,transect_id,transect_section,sample_code,survey_start,survey_end,temp_start,wind_sp_start,cloud_start,temp_end,wind_sp_end,cloud_end,notes
05-Jun-24,AD,sandhu_ladnertrunk,1,p1,full-plot,net-floral,sandhu_ladnertrunk_1_p1_full-plot_net-floral,14:02,14:30,21,1.5,partly_cloudy,21,0.5,partly_cloudy,
05-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,14:02,14:30,21,1.5,partly_cloudy,21,0.5,partly_cloudy,
24-May,AD,surjit_168,1,p1,full-plot,net-floral,surjit_168_1_p1_full-plot_net-floral,15:11,15:26,19,1.6,scattered, , , ,
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,15:11,15:40,19,1.6,scattered, , , ,
24-May,"RG, AD",surjit_168,1,d,full-plot,net-floral,surjit_168_1_d_full-plot_net-floral,15:46,16:05,19,1.1,scattered, , , ,one imp Q flying after survey
23-May,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,13:33,14:00,18,1.2,partly_cloudy, , , ,1 imp worker seen after survey
23-May,AD,avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,13:33,14:00,18,1.2,partly_cloudy, , , ,
23-May,RG,avtar_168,1,d,full-plot,net-floral,avtar_168_1_d_full-plot_net-floral,14:12,14:35,17,1.3,partly_cloudy, , , ,
20-Jun-24,RG,gwb_neaves,2,p1,full-plot,net-floral,gwb_neaves_2_p1_full-plot_net-floral,12:22, ,29,1.2,clear,30,0.7,clear,
20-Jun-24,AD,gwb_neaves,2,p2,full-plot,net-floral,gwb_neaves_2_p2_full-plot_net-floral,12:22, ,29,1.2,clear,30,0.7,clear,saw huge bull frog
20-Jun-24,"RG, AD",gwb_neaves,2,d,full-plot,net-floral,gwb_neaves_2_d_full-plot_net-floral, , ,29,1.2,clear,30,0.7,clear,1   imp foraging on RUUL seen outside of survey time
20-Jun-24,AD,bks_neaves,2,p1,full-plot,net-floral,bks_neaves_2_p1_full-plot_net-floral,11:52, ,30,0.5,clear,29,1.2,clear,
20-Jun-24,AD,bks_neaves,2,d,full-plot,net-floral,bks_neaves_2_d_full-plot_net-floral, , ,30,0.5,clear,29,1.2,clear,
20-Jun-24,RG,bks_neaves,2,p2,full-plot,net-floral,bks_neaves_2_p2_full-plot_net-floral,11:52, ,30,0.5,clear,29,1.2,clear,saw 1 bombus sitting on blueberry bush outside of plot
06-Jun-24,AD,bks_56,1,d,full-plot,net-floral,bks_56_1_d_full-plot_net-floral,11:06, ,17,1.9,partly_cloudy,21,1.2,partly_cloudy,
06-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,11:06, ,17,1.9,partly_cloudy,21,1.2,partly_cloudy,
06-Jun-24,RG,bks_56,1,p1,full-plot,net-floral,bks_56_1_p1_full-plot_net-floral, , ,17,1.9,partly_cloudy,21,1.2,partly_cloudy,
06-Jun-24,AD,bates_57b,1,d,full-plot,net-floral,bates_57b_1_d_full-plot_net-floral,13:56, ,22,1.4,scattered, , , ,saw coyote scat along d near p1
06-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,13:56,14:20,22,1.4,scattered,19,2.3,partly_cloudy,
06-Jun-24,RG,bates_57b,1,p2,full-plot,net-floral,bates_57b_1_p2_full-plot_net-floral,14:32,14:45,19,2.3,partly_cloudy, , , ,
19-Jun-24,AD,bks_96,2,p1,full-plot,net-floral,bks_96_2_p1_full-plot_net-floral,14:20,14:35,25,1.1,clear,26,1.6, ,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,14:20,14:35,25,1.1,clear,26,1.6, ,
19-Jun-24,"RG, AD",bks_96,2,d,full-plot,net-floral,bks_96_2_d_full-plot_net-floral,14:50,15:00,25,1.1,clear,26,1.6, ,RG and AD 7.5 mins each. Saw 1 rufo worker foraging on a nootka rose after survey
19-Jun-24,AD,chong_96,2,p2,full-plot,net-floral,chong_96_2_p2_full-plot_net-floral,12:35,12:50,23,1.2,clear, , , ,1 imp worker outside of plot foraging on white clover (trre)
19-Jun-24,RG,chong_96,2,p1,full-plot,net-floral,chong_96_2_p1_full-plot_net-floral,12:35,12:50,23,1.2,clear, , , ,"1  , maybe bombus? flying"
19-Jun-24,"RG, AD",chong_96,2,d,full-plot,net-floral,chong_96_2_d_full-plot_net-floral,13:15,13:22,24,1.5,clear,25,1.1,clear,RG and AD 7.5 min each.
02-Jul-24,NC,sandhu_ladnertrunk,2,p1,full-plot,net-floral,sandhu_ladnertrunk_2_p1_full-plot_net-floral,12:00, ,14,0.7,partly_cloudy, , , ,
02-Jul-24,RG,sandhu_ladnertrunk,2,p2,full-plot,net-floral,sandhu_ladnertrunk_2_p2_full-plot_net-floral,12:00, ,14,0.7,partly_cloudy, , , ,
02-Jul-24,AD,sandhu_ladnertrunk,2,d,full-plot,net-floral,sandhu_ladnertrunk_2_d_full-plot_net-floral,12:00, ,14,0.7,partly_cloudy, , , ,
03-Jul-24,NC,surjit_168,2,p1,full-plot,net-floral,surjit_168_2_p1_full-plot_net-floral,14:10,14:45,24,0.8,clear,25,2.3,clear,
03-Jul-24,AD,surjit_168,2,p2,full-plot,net-floral,surjit_168_2_p2_full-plot_net-floral,14:10,14:45,24,0.8,clear,25,2.3,clear,
03-Jul-24,IWW,surjit_168,2,d,full-plot,net-floral,surjit_168_2_d_full-plot_net-floral,14:10,14:45,24,0.8,clear,25,2.3,clear,
03-Jul-24,AD,avtar_168,2,p2,full-plot,net-floral,avtar_168_2_p2_full-plot_net-floral,12:27,13:00,14,1.3,clear,25,1.5,clear,
03-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,12:27,13:00,14,1.3,clear,25,1.5,clear,
03-Jul-24,"RG, IWW",avtar_168,2,d,full-plot,net-floral,avtar_168_2_d_full-plot_net-floral,12:27,13:00,14,1.3,clear,25,1.5,clear,
21-Jun-24,RG,bks_56,2,p1,full-plot,net-floral,bks_56_2_p1_full-plot_net-floral,13:20,15:00,29,1.3,scattered,2,1,clear,"bumblebee, (possibly Rufo, either M or W) foraging on RASC after survey"
21-Jun-24,RG,bks_56,2,p2,full-plot,net-floral,bks_56_2_p2_full-plot_net-floral,13:20,15:00,29,1.3,scattered,2,1,clear,
21-Jun-24,RG,bks_56,2,d,full-plot,net-floral,bks_56_2_d_full-plot_net-floral,13:20,15:00,29,1.3,scattered,2,1,clear,saw one   Q flying after survey
02-Jul-24,NC,lbf_ladnertrunk,2,p1,full-plot,net-floral,lbf_ladnertrunk_2_p1_full-plot_net-floral,12:25,12:59,12,1.9,clear,14,1.9,clear,
02-Jul-24,AD,lbf_ladnertrunk,2,p2,full-plot,net-floral,lbf_ladnertrunk_2_p2_full-plot_net-floral,12:25,12:59,12,1.9,clear,14,1.9,clear,
02-Jul-24,RG,lbf_ladnertrunk,2,d,full-plot,net-floral,lbf_ladnertrunk_2_d_full-plot_net-floral,12:25,12:59,12,1.9,clear,14,1.9,clear,saw 2 bombus after survey
21-Jun-24,RG,bates_57b,2,p1,full-plot,net-floral,bates_57b_2_p1_full-plot_net-floral,10:54,12:20,25,27.6,scattered,28,1,scattered,"saw 2 bees before surveys (1 rufo W for on TRRE, 1   Q flying)"
21-Jun-24,RG,bates_57b,2,p2,full-plot,net-floral,bates_57b_2_p2_full-plot_net-floral,10:54,12:20,25,27.6,scattered,28,1,scattered,1   flying outside of plot
21-Jun-24,RG,bates_57b,2,d,full-plot,net-floral,bates_57b_2_d_full-plot_net-floral,10:54,12:20,25,27.6,scattered,28,1,scattered,"saw 2 bees outside of survey time on d (1 rufo M flying, 1   foraging clover)"
01-May-24,RG,bks_neaves,NS,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,13:56,14:17,15,2,partly_cloudy, , , ,"no bumble bees, some honeybees foraging on blueberry"
01-May-24,RG,bks_neaves,NS,p2,full-plot,net-floral,bks_neaves_NS_p2_full-plot_net-floral,14:22,14:40,13,1.4,partly_cloudy,14,1.3,partly_cloudy,
01-May-24,RG,bks_neaves,NS,d,full-plot,net-floral,bks_neaves_NS_d_full-plot_net-floral,12:52,13:11,16,0,partly_cloudy, , , ,
30-Apr-24,RG,gwb_neaves,NS,d,full-plot,net-floral,gwb_neaves_NS_d_full-plot_net-floral,12:20,12:40,15,0.4,partly_cloudy, , , ,
30-Apr-24,RG,gwb_neaves,NS,p2,full-plot,net-floral,gwb_neaves_NS_p2_full-plot_net-floral,12:43,13:05,15,0.8,partly_cloudy, , , ,
30-Apr-24,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,13:15,13:40,15,0.7,partly_cloudy,14,1.6,partly_cloudy,
19-Apr-24,RG,bks_56,NS,p1,full-plot,net-floral,bks_56_NS_p1_full-plot_net-floral,12:08,12:30,21,1.5,clear, , , ,ran after the first bee for awhile while trying to catch it and had to take a short break half way through.
19-Apr-24,TK,bks_56,NS,d,full-plot,net-floral,bks_56_NS_d_full-plot_net-floral,12:00, ,18,0.5,clear, , , ,interspersed bumblebee survey with veg survey
19-Apr-24,RG,bks_56,NS,p2,full-plot,net-floral,bks_56_NS_p2_full-plot_net-floral,12:48,13:01,20,1.3,clear, , , ,
19-Apr-24,RG,bates_57b,NS,d,full-plot,net-floral,bates_57b_NS_d_full-plot_net-floral,15:20, ,19,2.4,clear, , , ,
15-Apr-24,RG,bates_57b,NS,p1,full-plot,net-floral,bates_57b_NS_p1_full-plot_net-floral,13:37,14:15,12,2.7,overcast,12,1.8,overcast,sun came out a bit during survey
15-Apr-24,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,14:57,15:30,10,1.9,overcast,12,1.5,overcast,some sun throughout the survey. took breaks during survey to set up flagging tape. 
18-Apr-24,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,11:31, ,13,2.1,clear, , , ,
18-Apr-24,RG,bks_68,NS,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,12:45, ,17,2.7,clear, , , ,
18-Apr-24,TK,bks_68,NS,d,full-plot,net-floral,bks_68_NS_d_full-plot_net-floral,11:31, ,13,2.1,clear, , , ,"saw one impatiens queen NS on other side of d, none seen on this side of the d "
18-Apr-24,RG,bks_96,NS,p1,full-plot,net-floral,bks_96_NS_p1_full-plot_net-floral,13:56, ,19,2.6,clear, , , ,got winder throughout the day
18-Apr-24,RG,bks_96,NS,d,full-plot,net-floral,bks_96_NS_d_full-plot_net-floral,14:37, ,21,2.5,clear, , , ,saw one impatiens before survey. got winder throughout the day
18-Apr-24,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,14:34, ,17,2.5,clear, , , ,got winder throughout the day
21-Apr-24,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,11:55,12:25,13,1.4,partly_cloudy,13,2.2,partly_cloudy,
21-Apr-24,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,12:55,13:10,13,2.2,partly_cloudy, , , ,
21-Apr-24,RG,chong_68,NS,d,full-plot,net-floral,chong_68_NS_d_full-plot_net-floral,13:50,14:05,18,1.2,partly_cloudy,14,1.3,partly_cloudy,no bees. along industrial edge. saw one s ke along d.
13-Apr-24,RG,chong_96,NS,p1,full-plot,net-floral,chong_96_NS_p1_full-plot_net-floral,13:50,14:10,17,1.8,clear,16,2.2,clear,
13-Apr-24,RG,chong_96,NS,p2,full-plot,net-floral,chong_96_NS_p2_full-plot_net-floral,14:18,14:38,16,2.2,clear,17,0.8,clear,
13-Apr-24,RG,chong_96,NS,d,full-plot,net-floral,chong_96_NS_d_full-plot_net-floral,15:25, ,20,3.3,clear, , ,scattered,"saw a vos go into a rodent hole, marked with flagging tape"
03-Apr-25,TK,lbf_ladnertrunk,NS,p1,full-plot,net-floral,lbf_ladnertrunk_NS_p1_full-plot_net-floral,14:00, ,11,0.5,partly_cloudy, , , ,
03-Apr-25,TK,lbf_ladnertrunk,NS,p2,full-plot,net-floral,lbf_ladnertrunk_NS_p2_full-plot_net-floral, , , , , , , , ,
03-Apr-25,TK,lbf_ladnertrunk,NS,d,full-plot,net-floral,lbf_ladnertrunk_NS_d_full-plot_net-floral, , , , , , , , ,
04-Apr-25,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,16:05,16:23,, ,scattered, , , ,
04-Apr-25,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,15:45,16:04,14,1, , , , ,
04-Apr-25,RG,chong_68,NS,d,full-plot,net-floral,chong_68_NS_d_full-plot_net-floral,16:30,16:50,, , , , , ,
04-Apr-25,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,13:44,14:02,13,1,scattered, , , ,
04-Apr-25,RG,bks_68,NS,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,14:28,14:55, , , , , , ,
04-Apr-25,RG,bks_68,NS,d,full-plot,net-floral,bks_68_NS_d_full-plot_net-floral,14:06,14:23, , , , , , ,
11-Apr-25,RG,bks_56,NS,p1,full-plot,net-floral,bks_56_NS_p1_full-plot_net-floral,11:45,12:05,11,0.5,scattered, ,1,scattered,
12-Apr-25,RG,bks_56,NS,p2,full-plot,net-floral,bks_56_NS_p2_full-plot_net-floral,12:10,12:30, , , , , , ,
13-Apr-25,RG,bks_56,NS,d,full-plot,net-floral,bks_56_NS_d_full-plot_net-floral,12:40,13:15, , , ,12, , ,
09-Apr-25,RG,chong_96,NS,p1,full-plot,net-floral,chong_96_NS_p1_full-plot_net-floral,11:55,12:12,11,2.5,overcast, , , ,
09-Apr-25,RG,chong_96,NS,p2,full-plot,net-floral,chong_96_NS_p2_full-plot_net-floral,12:15,12:40, , , , , , ,
09-Apr-25,RG,chong_96,NS,d,full-plot,net-floral,chong_96_NS_d_full-plot_net-floral,12:50,13:05, , , ,12,1,partly_cloudy,
09-Apr-25,RG,bks_96,NS,p1,full-plot,net-floral,bks_96_NS_p1_full-plot_net-floral,14:10,14:30,13,1,overcast, , , ,
09-Apr-25,RG,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,14:52,14:52, , , , , , ,
09-Apr-25,RG,bks_96,NS,d,full-plot,net-floral,bks_96_NS_d_full-plot_net-floral,15:00,15:20, , , , , , ,
14-Apr-25,RG,bks_neaves,NS,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,12:25,12:45,15,0.5,partly_cloudy, , ,scattered,
14-Apr-25,RG,bks_neaves,NS,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,13:00,13:15, , , , , , ,
14-Apr-25,RG,bks_neaves,NS,d,full-plot,net-floral,bks_neaves_NS_d_full-plot_net-floral,13:17,13:33, , , ,17,0.5, ,
14-Apr-25,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral, ,14:32,17,0.5, , , , ,
14-Apr-25,RG,gwb_neaves,NS,p2,full-plot,net-floral,gwb_neaves_NS_p2_full-plot_net-floral,14:33,14:51, , , , , , ,
14-Apr-25,RG,gwb_neaves,NS,d,full-plot,net-floral,gwb_neaves_NS_d_full-plot_net-floral,14:56,15:20, , , , , , ,
18-Apr-25,RG,avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,11:32,11:50,15,0.5,clear, , , ,
18-Apr-25,RG,avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,12:00,12:20, , , , , , ,
18-Apr-25,RG,avtar_168,NS,d,full-plot,net-floral,avtar_168_NS_d_full-plot_net-floral,12:25,12:45, , , , , , ,
18-Apr-25,RG,surjit_168,NS,p1,full-plot,net-floral,surjit_168_NS_p1_full-plot_net-floral,13:34,13:55,17,0.5,clear, , , ,
18-Apr-25,RG,surjit_168,NS,p2,full-plot,net-floral,surjit_168_NS_p2_full-plot_net-floral,14:00,14:20, , , , , , ,
18-Apr-25,RG,surjit_168,NS,d,full-plot,net-floral,surjit_168_NS_d_full-plot_net-floral,14:25,14:40, , , , , , ,
11-Apr-25,RG,bks_56,NS1,p2,full-plot,net-floral,bks_56_NS1_p2_full-plot_net-floral,11:45,12:05,11,0.5,scattered, , , ,
11-Apr-25,RG,bks_56,NS1,p1,full-plot,net-floral,bks_56_NS1_p1_full-plot_net-floral,12:10,12:30, , , , , , ,
11-Apr-25,RG,bks_56,NS1,d,full-plot,net-floral,bks_56_NS1_d_full-plot_net-floral,12:40,13:15, , , ,12,1,scattered,
27-Apr-25,RG,sandhu_ladnertrunk,NS,p1,full-plot,net-floral,sandhu_ladnertrunk_NS_p1_full-plot_net-floral,13:35,13:55,14, ,partly_cloudy, ,1, ,
27-Apr-25,RG,sandhu_ladnertrunk,NS,p2,full-plot,net-floral,sandhu_ladnertrunk_NS_p2_full-plot_net-floral,14:35,15:00, , , , , , ,
27-Apr-25,RG,sandhu_ladnertrunk,NS,d,full-plot,net-floral,sandhu_ladnertrunk_NS_d_full-plot_net-floral,14:05,14:20, , , ,15, ,clear,
27-Apr-25,RG,lbf_ladnertrunk,NS,p1,full-plot,net-floral,lbf_ladnertrunk_NS_p1_full-plot_net-floral,16:19,16:40,15,2,clear, , , ,
27-Apr-25,RG,lbf_ladnertrunk,NS,p2,full-plot,net-floral,lbf_ladnertrunk_NS_p2_full-plot_net-floral,16:41,16:56, , , , , , ,
27-Apr-25,RG,lbf_ladnertrunk,NS,d,full-plot,net-floral,lbf_ladnertrunk_NS_d_full-plot_net-floral,17:02,17:22, , , , , , ,
29-Apr-25,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,14:00,14:15,15,2,partly_cloudy, , , ,
29-Apr-25,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,14:18,14:36, , , , , , ,
29-Apr-25,RG,chong_68,NS,d,full-plot,net-floral,chong_68_NS_d_full-plot_net-floral,14:38,15:00, , , , , , ,
29-Apr-25,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,16:00,16:19,15,1,partly_cloudy, , , ,
29-Apr-25,RG,bks_68,NS,d,full-plot,net-floral,bks_68_NS_d_full-plot_net-floral,16:22,16:41, , , , , , ,
29-Apr-25,RG,bks_68,NS,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,16:44,17:04, , , , , , ,
30-Apr-25,RG,bates_57b,NS,p1,full-plot,net-floral,bates_57b_NS_p1_full-plot_net-floral,12:27,12:52,14,1,clear, ,1, ,
30-Apr-25,RG,bates_57b,NS,d,full-plot,net-floral,bates_57b_NS_d_full-plot_net-floral,12:54,13:24, , , , , , ,
30-Apr-25,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral, ,13:55, , , ,15, ,scattered,
30-Apr-25,RG,bks_56,NS,d,full-plot,net-floral,bks_56_NS_d_full-plot_net-floral,14:32,15:04,15,1,scattered, , , ,
30-Apr-25,RG,bks_56,NS,p2,full-plot,net-floral,bks_56_NS_p2_full-plot_net-floral,15:08,15:26, , , , , , ,
30-Apr-25,RG,bks_56,NS,p1,full-plot,net-floral,bks_56_NS_p1_full-plot_net-floral,15:28,15:49, , , , , , ,
01-May-25,RG,bks_96,NS,p1,full-plot,net-floral,bks_96_NS_p1_full-plot_net-floral,11:29,11:49,16,0.5,clear, , , ,
01-May-25,RG,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,11:51,12:12, , , , , , ,
01-May-25,RG,bks_96,NS,d,full-plot,net-floral,bks_96_NS_d_full-plot_net-floral,12:14,12:22, , , , , , ,
01-May-25,RG,chong_96,NS,d,full-plot,net-floral,chong_96_NS_d_full-plot_net-floral,13:16,13:34,18,1,clear,19, ,clear,
01-May-25,RG,chong_96,NS,p2,full-plot,net-floral,chong_96_NS_p2_full-plot_net-floral,13:38,14:02, , , , , , ,
01-May-25,RG,chong_96,NS,p1,full-plot,net-floral,chong_96_NS_p1_full-plot_net-floral,14:04,14:23, , , , , , ,
06-May-25,RG,gwb_neaves,NS,p2,full-plot,net-floral,gwb_neaves_NS_p2_full-plot_net-floral,11:14,11:34,20,0.5,scattered,21,0.5,partly_cloudy,
06-May-25,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,11:37,11:58, , , , , , ,
06-May-25,RG,gwb_neaves,NS,d,full-plot,net-floral,gwb_neaves_NS_d_full-plot_net-floral,12:02,12:19, , , , , , ,
06-May-25,RG,bks_neaves,NS,p2,full-plot,net-floral,bks_neaves_NS_p2_full-plot_net-floral,13:29,13:46,22,0.5,partly_cloudy,22,1,scattered,
06-May-25,RG,bks_neaves,NS,d,full-plot,net-floral,bks_neaves_NS_d_full-plot_net-floral,13:48,14:05, , , , , , ,
06-May-25,RG,bks_neaves,NS,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,14:09,14:30, , , , , , ,
13-May-25,RG,surjit_168,NS,p2,full-plot,net-floral,surjit_168_NS_p2_full-plot_net-floral,11:26,11:54,14,0.5,overcast,15,1,overcast,
13-May-25,RG,surjit_168,NS,p1,full-plot,net-floral,surjit_168_NS_p1_full-plot_net-floral,11:57,12:13, , , , , , ,
13-May-25,RG,surjit_168,NS,d,full-plot,net-floral,surjit_168_NS_d_full-plot_net-floral,12:16,12:32, , , , , , ,
13-May-25,RG,avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,13:55,14:11,16,2,overcast,17,1,partly_cloudy,
