date,observers,site_id,round,plot_id,transect_id,transect_section,sample_code,behaviour,caste,flower_code,flower_species,bee_code,bee_species,caught,photo_series,notes
4/15/2024,RG,bates_57b,NS,p1,full-plot,net-floral,bates_57b_NS_p1_full-plot_net-floral,foraging,  ,taof,taraxacum_officinale, ,  ,y,April 15 Bee 1,w? impatiens?
4/15/2024,RG,bates_57b,NS,p1,full-plot,net-floral,bates_57b_NS_p1_full-plot_net-floral,foraging,w,taof,taraxacum_officinale,boim,bombus_impatiens,y,April 15 Bee 2,
4/15/2024,RG,bates_57b,NS,p1,full-plot,net-floral,bates_57b_NS_p1_full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,y,April 15 Bee 3,
4/15/2024,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,flying,  , , , ,  ,n,,
4/15/2024,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,flying,  , , , ,  ,n,,
4/15/2024,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,n,,q? big
4/15/2024,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum,boim,bombus_impatiens,y,April 15 Bee 4 ,q?
4/15/2024,RG,bates_57b,NS,p2,full-plot,net-floral,bates_57b_NS_p2_full-plot_net-floral,flying,  , , , ,  ,y,,
4/18/2024,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,nest_searching,q, , , ,  ,  ,,red on butt
4/18/2024,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,flying,  , , ,boim,bombus_impatiens,  ,,
4/18/2024,RG,bks_68,NS,p1,full-plot,net-floral,bks_68_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,,
4/18/2024,RG,bks_68,NS,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,flying,  , , ,boim,bombus_impatiens,  ,,
4/18/2024,RG,bks_68,NS,p2,full-plot,net-floral,bks_68_NS_p2_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,,
4/18/2024,RG,bks_96,NS,p1,full-plot,net-floral,bks_96_NS_p1_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,boim,bombus_impatiens,n,,
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , ,bomi,bombus_mixtus,y,,full of pollen
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , ,bomi,bombus_mixtus,y,,full of pollen
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , , ,  ,n,,"flying fast around blueberry, hard to say species"
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , , ,  ,n,,vos?
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , , ,  ,n,,mixtus?
4/18/2024,TK,bks_96,NS,p2,full-plot,net-floral,bks_96_NS_p2_full-plot_net-floral,flying,q, , , ,  ,n,,impatiens?
4/19/2024,RG,bks_56,NS,p1,full-plot,net-floral,bks_56_NS_p1_full-plot_net-floral,nest_searching,  , , , ,  ,  ,,"black, orange, white on butt? hard to see"
4/19/2024,TK,bks_56,NS,d ,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/19/2024,TK,bks_56,NS,d ,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/19/2024,TK,bks_56,NS,d ,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/19/2024,TK,bks_56,NS,d ,full-plot,net-floral,bks_56_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/19/2024,RG,bks_56,NS,p2,full-plot,net-floral,bks_56_NS_p2_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q, , , ,  ,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , ,bovo,bombus_vosnesenskii,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , ,bovo,bombus_vosnesenskii,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , , ,  ,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , , ,  ,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,y,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,y,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,nest_searching,q, , ,boru,bombus_rufocinctus,y,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,m, , ,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,foraging,q,taof,taraxacum_officinale,boim,bombus_impatiens,n,,
4/19/2024,RG,bates_57b,NS,d ,full-plot,net-floral,bates_57b_NS_d _full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,y,April 21 Bee 1,caught
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,  , , , ,  ,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,  , , , ,  ,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,n,,
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,went into 1in hole then came out
4/21/2024,RG,chong_68,NS,p1,full-plot,net-floral,chong_68_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,n,,mixtus? red butt
4/21/2024,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,
4/21/2024,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,n,,
4/21/2024,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,n,,
4/21/2024,RG,chong_68,NS,p2,full-plot,net-floral,chong_68_NS_p2_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,n,,
4/26/2024,"RG, CN",avtar_168,NS,d ,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,on other side of d
4/26/2024,"RG, CN",avtar_168,NS,d ,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,on other side of d
4/26/2024,"RG, CN",avtar_168,NS,d ,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,on other side of d
4/26/2024,"RG, CN",avtar_168,NS,d ,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,  ,,on other side of d
4/26/2024,"RG, CN",avtar_168,NS,d ,full-plot,net-floral,avtar_168_NS_d _full-plot_net-floral,flying,q, , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,y,April 26 Bee 1, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p1,full-plot,net-floral,avtar_168_NS_p1_full-plot_net-floral,nest_searching,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/26/2024,"RG, CN",avtar_168,NS,p2,full-plot,net-floral,avtar_168_NS_p2_full-plot_net-floral,flying,  , , , ,  ,  ,, 
4/26/2024,RG,surjit_168,NS,p1,full-plot,net-floral,surjit_168_NS_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
4/30/2024,RG,gwb_neaves,NS,d ,full-plot,net-floral,gwb_neaves_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/30/2024,RG,gwb_neaves,NS,d ,full-plot,net-floral,gwb_neaves_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/30/2024,RG,gwb_neaves,NS,p2,full-plot,net-floral,gwb_neaves_NS_p2_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/30/2024,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/30/2024,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,flying,  , , , ,  ,  ,,
4/30/2024,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,
4/30/2024,RG,gwb_neaves,NS,p1,full-plot,net-floral,gwb_neaves_NS_p1_full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,went into a rodent hole
5/1/2024,RG,bks_neaves,NS,d ,full-plot,net-floral,bks_neaves_NS_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,,near pump hut
5/1/2024,RG,bks_neaves,NS,d ,full-plot,net-floral,bks_neaves_NS_d _full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,  ,,near pump hut
5/1/2024,RG,bks_neaves,NS,p1,full-plot,net-floral,bks_neaves_NS_p1_full-plot_net-floral,flying,q, , , ,  ,  ,,
5/14/2024,RG,chong_68,1,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/14/2024,RG,chong_68,1,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
5/14/2024,RG,chong_68,1,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/14/2024,RG,chong_68,1,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/14/2024,RG,chong_68,1,p2,full-plot,net-floral,chong_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/14/2024,RG,chong_68,1,p1,full-plot,net-floral,chong_68_1_p1_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/14/2024,RG,chong_68,1,p1,full-plot,net-floral,chong_68_1_p1_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/14/2024,RG,bks_68,1,d ,full-plot,net-floral,bks_68_1_d _full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum, ,  ,  ,,rufosinctus?
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/14/2024,RG,bks_68,1,p2,full-plot,net-floral,bks_68_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/15/2024,RG,chong_96,1,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/15/2024,RG,chong_96,1,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,  ,, 
5/15/2024,RG,chong_96,1,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,, 
5/15/2024,RG,chong_96,1,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,,flying low
5/15/2024,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,  ,, 
5/15/2024,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/15/2024,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/15/2024,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,,small
5/15/2024,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/15/2024,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/15/2024,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,q, , , ,  ,  ,, 
5/15/2024,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum, ,  ,  ,, 
5/15/2024,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum, ,  ,  ,, 
5/15/2024,RG,bks_96,1,d ,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,nest_searching,w, , ,bome,bombus_melanopygus,  ,,tiny
5/15/2024,RG,bks_96,1,d ,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,nest_searching,w, , ,bomi,bombus_mixtus,  ,,"tiny, rested on a leaf"
5/15/2024,RG,bks_96,1,d ,full-plot,net-floral,bks_96_1_d _full-plot_net-floral,flying,q, , ,bome,bombus_melanopygus,  ,,small
5/22/2024,RG,gwb_neaves,1,p2,full-plot,net-floral,gwb_neaves_1_p2_full-plot_net-floral,flying,  , , , ,  ,  ,,saw 1 impatiens q nest searching before survey
5/22/2024,RG,gwb_neaves,1,d ,full-plot,net-floral,gwb_neaves_1_d _full-plot_net-floral,nest_searching,q, , ,boim,bombus_impatiens,  ,, 
5/22/2024,RG,gwb_neaves,1,d ,full-plot,net-floral,gwb_neaves_1_d _full-plot_net-floral,nest_searching,q, , ,bovo,bombus_vosnesenskii,  ,, 
5/22/2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bohu,bombus_huntii,  ,, 
5/22/2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum, ,  ,  ,May 22 Bee 2,sent to Tyler
5/22/2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,flying,q, , ,boim,bombus_impatiens,  ,, 
5/22/2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,boim,bombus_impatiens,  ,, 
5/22/2024,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,  ,vaco,vaccinium_corymbosum, ,  ,  ,, 
5/22/2024,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bohu,bombus_huntii,  ,, 
5/22/2024,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,  ,, 
5/22/2024,RG,bks_neaves,1,d ,full-plot,net-floral,bks_neaves_1_d _full-plot_net-floral,flying,q, , , ,  ,  ,,maybe huntii?
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,  , , , ,  ,  ,,
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,  , , , ,  ,  ,,
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,  , , , ,  ,  ,,
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,q, , , ,  ,  ,,
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,w,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,  ,,
5/23/2024,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,q,vaco,vaccinium_corymbosum, ,  ,  ,,
